aaer_release_to_party_fkey,aaer_release_fkey,raw_name,party_type_fkey,type,auditor_fkey,auditor_name,auditor_affiliate_fkey,aud_aff_name,cik,company_name,law_firm_fkey,law_firm_name
6612,1406,Conagra Brands Inc,3,Entity,,,,,23217,CONAGRA BRANDS INC.,,
6613,1406,United Agri Products Inc,3,Entity,,,,,1274762,UNITED AGRI PRODUCTS INC,,
6615,1407,Quovadx Inc,3,Entity,,,,,1094561,QUOVADX INC,,
6618,1408,Northwestern Corp,3,Entity,,,,,73088,NORTHWESTERN CORP,,
6622,1409,Northwestern Corp,3,Entity,,,,,73088,NORTHWESTERN CORP,,
6626,1410,Northwestern Corp,3,Entity,,,,,73088,NORTHWESTERN CORP,,
6630,1411,Zomax Inc /mn/,3,Entity,,,,,1010788,ZOMAX INC /MN/,,
6634,1413,Engineered Support Systems Inc,3,Entity,,,,,772891,ENGINEERED SUPPORT SYSTEMS INC,,
6636,1414,Brightpoint Inc,3,Entity,,,,,918946,BRIGHTPOINT INC,,
6637,1414,American International Group Inc,3,Entity,,,,,5272,"AMERICAN INTERNATIONAL GROUP, INC.",,
6645,1415,Veritas Software Corp /de/,3,Entity,,,,,1084408,VERITAS SOFTWARE CORP /DE/,,
6646,1415,Aol Llc,3,Entity,,,,,883780,AOL LLC,,
6648,1416,Chancellor Corp,3,Entity,,,,,724051,CHANCELLOR CORP,,
6655,1417,Conagra Brands Inc,3,Entity,,,,,23217,CONAGRA BRANDS INC.,,
6656,1417,United Agri Products Inc,3,Entity,,,,,1274762,UNITED AGRI PRODUCTS INC,,
6659,1418,Conagra Brands Inc,3,Entity,,,,,23217,CONAGRA BRANDS INC.,,
6660,1418,United Agri Products Inc,3,Entity,,,,,1274762,UNITED AGRI PRODUCTS INC,,
6663,1419,Us Foodservice/md/,3,Entity,,,,,928395,US FOODSERVICE/MD/,,
6664,1419,Royal Ahold Delhaize,3,Entity,,,,,869425,Royal Ahold Delhaize,,
6670,1421,Sourcecorp Inc,3,Entity,,,,,936931,SOURCECORP INC,,
6675,921,Mca Financial Corp /mi/,3,Entity,,,,,880935,MCA FINANCIAL CORP /MI/,,
6678,1422,International Business Machines Corp,3,Entity,,,,,51143,INTERNATIONAL BUSINESS MACHINES CORP,,
6680,1422,Dollar General Corp,3,Entity,,,,,29534,DOLLAR GENERAL CORP,,
6683,1423,Dollar General Corp,3,Entity,,,,,29534,DOLLAR GENERAL CORP,,
6688,919,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
6689,919,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
6690,919,Enron North America Corp,3,Entity,,,,,1043166,ENRON NORTH AMERICA CORP,,
6694,1424,Speechworks International Inc,3,Entity,,,,,1111345,SPEECHWORKS INTERNATIONAL INC,,
6696,1424,Intervoice Inc,3,Entity,,,,,764244,INTERVOICE INC,,
6704,918,Ca Inc,3,Entity,,,,,356028,"CA, INC.",,
6706,1439,Adelphia Communications Corp,3,Entity,,,,,796486,ADELPHIA COMMUNICATIONS CORP,,
6708,917,Styling Technology Corp,3,Entity,,,,,1022832,STYLING TECHNOLOGY CORP,,
6711,1440,Halliburton Co,3,Entity,,,,,45012,HALLIBURTON CO,,
6718,1441,Take Two Interactive Software Inc,3,Entity,,,,,946581,TAKE TWO INTERACTIVE SOFTWARE INC,,
6724,1442,Take Two Interactive Software Inc,3,Entity,,,,,946581,TAKE TWO INTERACTIVE SOFTWARE INC,,
6728,1443,Johnson Controls International Plc,3,Entity,,,,,833444,Johnson Controls International plc,,
6737,1445,Northwestern Corp,3,Entity,,,,,73088,NORTHWESTERN CORP,,
6741,1446,Avis Budget Group Inc,3,Entity,,,,,723612,"AVIS BUDGET GROUP, INC.",,
6743,1447,Encompass Health Corp,3,Entity,,,,,785161,Encompass Health Corp,,
6745,1448,Bio One Corp,3,Entity,,,,,1062431,BIO ONE CORP,,
6748,914,Just For Feet Inc,3,Entity,,,,,918111,JUST FOR FEET INC,,
6749,1449,Ca Inc,3,Entity,,,,,356028,"CA, INC.",,
6753,913,Golden Bear Golf Inc,3,Entity,,,,,1016370,GOLDEN BEAR GOLF INC,,
6757,1450,Ucap Inc,3,Entity,,,,,855684,UCAP INC,,
6760,912,Performance Food Group Co,3,Entity,,,,,908254,PERFORMANCE FOOD GROUP CO,,
6763,1451,Ucap Inc,3,Entity,,,,,855684,UCAP INC,,
6766,911,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
6767,911,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
6768,1452,Digifonica International Corp,3,Entity,,,,,1211229,Digifonica International Corp,,
6769,911,Merrill Lynch & Co Inc,3,Entity,,,,,65100,"MERRILL LYNCH & CO., INC.",,
6773,1453,Monster Worldwide Inc,3,Entity,,,,,1020416,"MONSTER WORLDWIDE, INC.",,
6780,1454,Ucap Inc,3,Entity,,,,,855684,UCAP INC,,
6788,1456,Ucap Inc,3,Entity,,,,,855684,UCAP INC,,
6790,1457,Wrc Media Inc,3,Entity,,,,,1102329,WRC MEDIA INC,,
6793,1459,Patterson Uti Energy Inc,3,Entity,,,,,889900,PATTERSON UTI ENERGY INC,,
6796,1460,Aspentech Corp,3,Entity,,,,,929940,ASPENTECH Corp,,
6798,1461,Raytheon Co/,3,Entity,,,,,1047122,RAYTHEON CO/,,
6802,1462,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
6803,1462,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
6808,1463,Monster Worldwide Inc,3,Entity,,,,,1020416,"MONSTER WORLDWIDE, INC.",,
6812,1464,Sun-times Media Group Inc,3,Entity,,,,,868512,SUN-TIMES MEDIA GROUP INC,,
6813,1464,Collins & Aikman Corp,3,Entity,,,,,846815,COLLINS & AIKMAN CORP,,
6825,1466,American International Group Inc,3,Entity,,,,,5272,"AMERICAN INTERNATIONAL GROUP, INC.",,
6826,1466,Pnc Financial Services Group Inc,3,Entity,,,,,713676,"PNC FINANCIAL SERVICES GROUP, INC.",,
6828,1467,Raytheon Co/,3,Entity,,,,,1047122,RAYTHEON CO/,,
6833,1468,Raytheon Co/,3,Entity,,,,,1047122,RAYTHEON CO/,,
6839,1469,Nortel Networks Corp,3,Entity,,,,,72911,NORTEL NETWORKS CORP,,
6841,1470,One Price Clothing Stores Inc,3,Entity,,,,,812446,ONE PRICE CLOTHING STORES INC,,
6843,1471,Engineered Support Systems Inc,3,Entity,,,,,772891,ENGINEERED SUPPORT SYSTEMS INC,,
6848,1473,Monsanto Co /new/,3,Entity,,,,,1110783,MONSANTO CO /NEW/,,
6850,1474,Kmart Corp,3,Entity,,,,,56824,KMART CORP,,
6851,1474,Eastman Kodak Co,3,Entity,,,,,31235,EASTMAN KODAK CO,,
6853,1475,Kmart Corp,3,Entity,,,,,56824,KMART CORP,,
6854,1475,Coca-cola Refreshments Usa Inc,3,Entity,,,,,804055,"COCA-COLA REFRESHMENTS USA, INC.",,
6857,1476,One Price Clothing Stores Inc,3,Entity,,,,,812446,ONE PRICE CLOTHING STORES INC,,
6859,1477,Mcafee Inc,3,Entity,,,,,890801,"McAfee, Inc.",,
6861,1478,Metropolitan Mortgage & Securities Co Inc,3,Entity,,,,,65384,METROPOLITAN MORTGAGE & SECURITIES CO INC,,
6865,1479,Engineered Support Systems Inc,3,Entity,,,,,772891,ENGINEERED SUPPORT SYSTEMS INC,,
6867,1480,Enterasys Networks Inc /de/,3,Entity,,,,,846909,ENTERASYS NETWORKS INC /DE/,,
6873,1482,Aol Llc,3,Entity,,,,,883780,AOL LLC,,
6874,1482,Warner Media Llc,3,Entity,,,,,1105705,"WARNER MEDIA, LLC",,
6876,1483,Cornerstone Propane Partners Lp,3,Entity,,,,,1024338,CORNERSTONE PROPANE PARTNERS LP,,
6878,1484,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
6879,1484,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
6881,1485,I2 Technologies Inc,3,Entity,,,,,1009304,I2 TECHNOLOGIES INC,,
6882,1485,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
6883,1485,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
6885,1486,Monster Worldwide Inc,3,Entity,,,,,1020416,"MONSTER WORLDWIDE, INC.",,
6887,1487,Take Two Interactive Software Inc,3,Entity,,,,,946581,TAKE TWO INTERACTIVE SOFTWARE INC,,
6898,1488,Enterasys Networks Inc /de/,3,Entity,,,,,846909,ENTERASYS NETWORKS INC /DE/,,
6900,113,Itex Corp,3,Entity,,,,,860518,ITEX CORP,,
6905,110,Pier 1 Imports Inc,3,Entity,,,,,278130,PIER 1 IMPORTS INC/DE,,
6908,109,Idb Communications Group Inc,3,Entity,,,,,799319,IDB COMMUNICATIONS GROUP INC,,
6910,108,Idb Communications Group Inc,3,Entity,,,,,799319,IDB COMMUNICATIONS GROUP INC,,
6918,107,"My Screen Mobile, Inc.",3,Entity,,,,,776999,"MY SCREEN MOBILE, INC.",,
6920,106,Centennial Technologies Inc,3,Entity,,,,,919006,CENTENNIAL TECHNOLOGIES INC,,
6928,95,"My Screen Mobile, Inc.",3,Entity,,,,,776999,"MY SCREEN MOBILE, INC.",,
6930,94,"My Screen Mobile, Inc.",3,Entity,,,,,776999,"MY SCREEN MOBILE, INC.",,
6933,85,Alexander & Alexander Services Inc,3,Entity,,,,,3449,ALEXANDER & ALEXANDER SERVICES INC,,
6937,80,Pier 1 Imports Inc,3,Entity,,,,,278130,PIER 1 IMPORTS INC/DE,,
6943,312,"Avis Budget Group, Inc.",3,Entity,,,,,723612,"AVIS BUDGET GROUP, INC.",,
6946,311,Firstmark Corp,3,Entity,,,,,820588,FIRSTMARK CORP /ME/,,
6949,305,National Steel Corp,3,Entity,,,,,70578,NATIONAL STEEL CORP,,
6953,1293,World Surveillance Group Inc.,3,Entity,,,,,919742,World Surveillance Group Inc.,,
6961,1290,Xerox Corp,3,Entity,,,,,108772,XEROX CORP,,
6968,1289,"United Rentals, Inc.",3,Entity,,,,,1067701,"UNITED RENTALS, INC.",,
6971,1288,Refco Inc.,3,Entity,,,,,1321746,Refco Inc.,,
6973,1288,"Refco Group Ltd., Llc",3,Entity,,,,,1305468,"Refco Group Ltd., LLC",,
6975,1288,"Refco Group Holdings, Inc.",3,Entity,,,,,1333598,"Refco Group Holdings, Inc.",,
6981,301,Bankers Trust Corp,3,Entity,,,,,9749,BANKERS TRUST CORP,,
6982,1287,Xerox Corp,3,Entity,,,,,108772,XEROX CORP,,
6991,300,Bankers Trust Corp,3,Entity,,,,,9749,BANKERS TRUST CORP,,
6994,1284,Terex Corp,3,Entity,,,,,97216,TEREX CORP,,
6995,1284,"United Rentals, Inc.",3,Entity,,,,,1067701,"UNITED RENTALS, INC.",,
7001,1663,Buca Inc,3,Entity,,,,,1046501,BUCA INC /MN,,
7004,298,La Gear Inc,3,Entity,,,,,793937,LA GEAR INC,,
7006,1662,Buca Inc,3,Entity,,,,,1046501,BUCA INC /MN,,
7008,297,Aura Systems Inc,3,Entity,,,,,826253,AURA SYSTEMS INC,,
7015,280,Waste Management Inc,3,Entity,,,,,823768,WASTE MANAGEMENT INC,,
7021,1661,"Refco Group Ltd., Llc",3,Entity,,,,,1305468,"Refco Group Ltd., LLC",,
7023,1661,"Refco Securities, Llc",3,Entity,,,,,356503,"REFCO SECURITIES, LLC",,
7024,1661,Refco Inc.,3,Entity,,,,,1321746,Refco Inc.,,
7026,277,Waste Management Inc,3,Entity,,,,,823768,WASTE MANAGEMENT INC,,
7027,278,Waste Management Inc,3,Entity,,,,,823768,WASTE MANAGEMENT INC,,
7028,279,Waste Management Inc,3,Entity,,,,,823768,WASTE MANAGEMENT INC,,
7033,1660,Chancellor Corp,3,Entity,,,,,724051,CHANCELLOR CORP,,
7037,1659,Applix Inc,3,Entity,,,,,932112,APPLIX INC /MA/,,
7042,1658,Platina Energy Group Inc.,3,Entity,,,,,1098278,PLATINA ENERGY GROUP INC.,,
7053,1657,Daxor Corp,3,Entity,,,,,27367,DAXOR CORP,,
7056,275,Waste Management Inc,3,Entity,,,,,823768,WASTE MANAGEMENT INC,,
7061,274,Paracelsus Healthcare Corp,3,Entity,,,,,758722,PARACELSUS HEALTHCARE CORP,,
7063,272,Boss Holdings Inc,3,Entity,,,,,916802,BOSS HOLDINGS INC,,
7068,1656,American Utilicraft Corp,3,Entity,,,,,1118190,AMERICAN UTILICRAFT CORP,,
7071,1655,"Regatta Capital Partners, Inc.",3,Entity,,,,,1029356,"Regatta Capital Partners, Inc.",,
7076,271,Boss Holdings Inc,3,Entity,,,,,916802,BOSS HOLDINGS INC,,
7078,268,Paracelsus Healthcare Corp,3,Entity,,,,,758722,PARACELSUS HEALTHCARE CORP,,
7080,267,Paracelsus Healthcare Corp,3,Entity,,,,,758722,PARACELSUS HEALTHCARE CORP,,
7082,250,Siti-sites Com Inc,3,Entity,,,,,812551,SITI-SITES COM INC,,
7087,1654,Q Comm International Inc,3,Entity,,,,,1102901,Q COMM INTERNATIONAL INC,,
7090,1653,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
7091,1653,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
7094,239,Baker Hughes Holdings Llc,3,Entity,,,,,808362,Baker Hughes Holdings LLC,,
7097,238,Boss Holdings Inc,3,Entity,,,,,916802,BOSS HOLDINGS INC,,
7102,1652,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
7103,1652,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
7108,1651,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
7109,1651,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
7112,1650,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
7113,1650,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
7116,1649,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
7117,1649,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
7120,1648,Adelphia Communications Corp,3,Entity,,,,,796486,ADELPHIA COMMUNICATIONS CORP,,
7125,1647,Conagra Brands Inc.,3,Entity,,,,,23217,CONAGRA BRANDS INC.,,
7126,1647,United Agri Products Inc,3,Entity,,,,,1274762,UNITED AGRI PRODUCTS INC,,
7128,1646,Peregrine Systems Inc,3,Entity,,,,,1031107,PEREGRINE SYSTEMS INC,,
7133,1644,Take Two Interactive Software Inc,3,Entity,,,,,946581,TAKE TWO INTERACTIVE SOFTWARE INC,,
7141,1640,Detour Media Group Inc,3,Entity,,,,,935730,DETOUR MEDIA GROUP INC,,
7143,1639,Refco Inc.,3,Entity,,,,,1321746,Refco Inc.,,
7144,1639,"Refco Group Holdings, Inc.",3,Entity,,,,,1333598,"Refco Group Holdings, Inc.",,
7145,1639,"Refco Group Ltd., Llc",3,Entity,,,,,1305468,"Refco Group Ltd., LLC",,
7147,1638,Q Comm International Inc,3,Entity,,,,,1102901,Q COMM INTERNATIONAL INC,,
7149,1637,Axm Pharma Inc,3,Entity,,,,,1113643,AXM PHARMA INC,,
7151,1636,Delphi Corp,3,Entity,,,,,1072342,DELPHI CORP,,
7154,1635,Delphi Corp,3,Entity,,,,,1072342,DELPHI CORP,,
7159,1634,Applix Inc,3,Entity,,,,,932112,APPLIX INC /MA/,,
7161,1633,Northwestern Corp,3,Entity,,,,,73088,NORTHWESTERN CORP,,
7164,1632,Lason Inc,3,Entity,,,,,1020616,LASON INC,,
7166,1631,Cornerstone Propane Partners Lp,3,Entity,,,,,1024338,CORNERSTONE PROPANE PARTNERS LP,,
7169,1630,Quovadx Inc,3,Entity,,,,,1094561,QUOVADX INC,,
7172,1629,Quovadx Inc,3,Entity,,,,,1094561,QUOVADX INC,,
7177,1628,Lason Inc,3,Entity,,,,,1020616,LASON INC,,
7179,1627,Lason Inc,3,Entity,,,,,1020616,LASON INC,,
7181,1922,Refco Inc.,3,Entity,,,,,1321746,Refco Inc.,,
7184,1931,McKesson Corp,3,Entity,,,,,927653,MCKESSON CORP,,
7191,1696,"American International Group, Inc.",3,Entity,,,,,5272,"AMERICAN INTERNATIONAL GROUP, INC.",,
7192,1696,General Re Corp,3,Entity,,,,,317745,GENERAL RE CORP,,
7194,1733,CSK Auto Corporation,3,Entity,,,,,1051848,CSK AUTO CORP,,
7199,1819,UnitedHealth Group Inc.,3,Entity,,,,,731766,UNITEDHEALTH GROUP INC,,
7201,1840,"Mail.com, Inc.",3,Entity,,,,,1081661,EASYLINK SERVICES CORP,,
7204,1576,"OTC Dreamwerks, Inc.",3,Entity,,,,,1160010,OTC DREAMWERKS INC,,
7205,1576,"Morgan Clark Management, Inc.",3,Entity,,,,,1098990,MORGAN CLARK MANAGEMENT INC,,
7206,1576,"Mill Creek Research, Inc.",3,Entity,,,,,1116773,MILL CREEK RESEARCH INC,,
7213,1596,Royal Ahold,3,Entity,,,,,869425,Royal Ahold Delhaize,,
7215,1596,"U.S. Foodservice, Inc.",3,Entity,,,,,928395,US FOODSERVICE/MD/,,
7217,1491,Enterasys Networks Inc /de/,3,Entity,,,,,846909,ENTERASYS NETWORKS INC /DE/,,
7219,1492,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
7220,1492,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
7223,1493,Engineered Support Systems Inc,3,Entity,,,,,772891,ENGINEERED SUPPORT SYSTEMS INC,,
7228,1597,Royal Ahold,3,Entity,,,,,869425,Royal Ahold Delhaize,,
7230,1597,US Foodservice,3,Entity,,,,,928395,US FOODSERVICE/MD/,,
7236,900,Critical Path Inc,3,Entity,,,,,1060801,CRITICAL PATH INC,,
7249,1598,AOL Time Warner Inc.,3,Entity,,,,,1105705,"WARNER MEDIA, LLC",,
7251,901,Boss Holdings Inc,3,Entity,,,,,916802,BOSS HOLDINGS INC,,
7256,902,Dt Industries Inc,3,Entity,,,,,918999,DT INDUSTRIES INC,,
7266,904,Mci Inc,3,Entity,,,,,723527,MCI INC,,
7274,905,Vl Dissolution Corp,3,Entity,,,,,917173,VL DISSOLUTION CORP,,
7278,906,Just For Feet Inc,3,Entity,,,,,918111,JUST FOR FEET INC,,
7282,907,Clearone Inc,3,Entity,,,,,840715,CLEARONE INC,,
7285,1600,Broadcom Corp,3,Entity,,,,,1054374,BROADCOM CORP,,
7286,908,Kroger Co,3,Entity,,,,,56873,KROGER CO,,
7290,909,Kroger Co,3,Entity,,,,,56873,KROGER CO,,
7293,910,Kroger Co,3,Entity,,,,,56873,KROGER CO,,
7300,910,Fred Meyer Inc,3,Entity,,,,,1043273,FRED MEYER INC,,
7305,924,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
7306,924,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
7307,924,Merrill Lynch & Co Inc,3,Entity,,,,,65100,"MERRILL LYNCH & CO., INC.",,
7308,924,Soapstone Networks Inc,3,Entity,,,,,1094895,SOAPSTONE NETWORKS INC.,,
7316,535,Rent Way Inc,3,Entity,,,,,893046,RENT WAY INC,,
7318,547,Wilshire Technologies Inc,3,Entity,,,,,891762,WILSHIRE TECHNOLOGIES INC,,
7322,566,Scientific Software Intercomp Inc,3,Entity,,,,,87822,SCIENTIFIC SOFTWARE INTERCOMP INC,,
7325,1602,Royal Ahold,3,Entity,,,,,869425,Royal Ahold Delhaize,,
7327,1602,US Foodservice,3,Entity,,,,,928395,US FOODSERVICE/MD/,,
7334,1603,"aaiPharma, Inc.",3,Entity,,,,,1013243,AAIPHARMA INC,,
7336,619,Franklin American Corp,3,Entity,,,,,845094,FRANKLIN AMERICAN CORP,,
7341,667,Windswept Environmental Group Inc,3,Entity,,,,,814915,WINDSWEPT ENVIRONMENTAL GROUP INC,,
7347,1604,AremisSoft Corporation,3,Entity,,,,,1065152,AREMISSOFT CORP /DE/,,
7357,1607,"UTStarcom, Inc.",3,Entity,,,,,1030471,UTSTARCOM HOLDINGS CORP.,,
7366,1609,Nortel Networks Corporation,3,Entity,,,,,72911,NORTEL NETWORKS CORP,,
7368,1610,"Monster Worldwide, Inc.",3,Entity,,,,,1020416,"MONSTER WORLDWIDE, INC.",,
7370,1611,"United Rentals, Inc.",3,Entity,,,,,1067701,"UNITED RENTALS, INC.",,
7373,1612,"HBO and Company, Inc.",3,Entity,,,,,310377,HBO & CO,,
7374,1612,McKesson Corporation,3,Entity,,,,,927653,MCKESSON CORP,,
7375,1612,"ebix.com, inc.",3,Entity,,,,,814549,EBIX INC,,
7377,219,Boss Holdings Inc,3,Entity,,,,,916802,BOSS HOLDINGS INC,,
7385,1322,"OM Group, Inc.",3,Entity,,,,,899723,OM GROUP INC,,
7387,1323,"OM Group, Inc.",3,Entity,,,,,899723,OM GROUP INC,,
7389,1324,"OM Group, Inc.",3,Entity,,,,,899723,OM GROUP INC,,
7392,1325,"National Century Financial Enterprises, Inc.",3,Entity,,,,,1048937,NATIONAL CENTURY FINANCIAL ENTERPRISES INC /OH,,
7397,1326,"National Century Financial Enterprises, Inc.",3,Entity,,,,,1048937,NATIONAL CENTURY FINANCIAL ENTERPRISES INC /OH,,
7399,521,Fine Host Corp,3,Entity,,,,,1011584,FINE HOST CORP,,
7405,509,Jdn Realty Corp,3,Entity,,,,,916836,JDN REALTY CORP,,
7407,507,Itex Corp,3,Entity,,,,,860518,ITEX CORP,,
7425,485,Waste Management Inc,3,Entity,,,,,823768,WASTE MANAGEMENT INC,,
7433,476,Jdn Realty Corp,3,Entity,,,,,916836,JDN REALTY CORP,,
7435,1615,W.P. Carey & Co. LLC,3,Entity,,,,,1025378,W. P. Carey Inc.,,
7438,1618,"WorldCom, Inc.",3,Entity,,,,,723527,MCI INC,,
7441,1619,"WorldCom, Inc.",3,Entity,,,,,723527,MCI INC,,
7444,1620,"United Rentals, Inc.",3,Entity,,,,,1067701,"UNITED RENTALS, INC.",,
7446,1621,"Vivendi Universal, S.A.",3,Entity,,,,,1127055,VIVENDI,,
7448,1622,"Just for Feet, Inc.",3,Entity,,,,,918111,JUST FOR FEET INC,,
7459,1625,"Riverstone Networks, Inc.",3,Entity,,,,,1123028,RIVERSTONE NETWORKS INC,,
7472,471,Mca Financial Corp,3,Entity,,,,,880935,MCA FINANCIAL CORP /MI/,,
7475,461,Chefs International Inc,3,Entity,,,,,201424,CHEFS INTERNATIONAL INC,,
7476,461,"Radnet, Inc.",3,Entity,,,,,790526,"RadNet, Inc.",,
7477,461,Fjs Properties Fund I Lp,3,Entity,,,,,756435,FJS PROPERTIES FUND I LP,,
7490,459,Peoplesoft Inc,3,Entity,,,,,875570,PEOPLESOFT INC,,
7492,455,Centennial Technologies Inc,3,Entity,,,,,919006,CENTENNIAL TECHNOLOGIES INC,,
7498,706,W R Grace & Co,3,Entity,,,,,1045309,W R GRACE & CO,,
7501,677,Mca Financial Corp,3,Entity,,,,,880935,MCA FINANCIAL CORP /MI/,,
7505,1512,Aspentech Corp,3,Entity,,,,,929940,ASPENTECH Corp,,
7507,1511,Northwestern Corp,3,Entity,,,,,73088,NORTHWESTERN CORP,,
7510,1510,Northwestern Corp,3,Entity,,,,,73088,NORTHWESTERN CORP,,
7512,1509,Northwestern Corp,3,Entity,,,,,73088,NORTHWESTERN CORP,,
7515,1508,Royal Ahold Delhaize,3,Entity,,,,,869425,Royal Ahold Delhaize,,
7516,1508,Us Foodservice,3,Entity,,,,,928395,US FOODSERVICE/MD/,,
7518,1507,Comverse Technology Inc,3,Entity,,,,,803014,COMVERSE TECHNOLOGY INC/NY/,,
7519,1507,"Ulticom, Inc",3,Entity,,,,,1103184,"ULTICOM, INC",,
7525,1503,Roadhouse Grill Inc,3,Entity,,,,,1019376,ROADHOUSE GRILL INC,,
7529,1502,Conagra Brands Inc.,3,Entity,,,,,23217,CONAGRA BRANDS INC.,,
7530,1502,United Agri Products Inc,3,Entity,,,,,1274762,UNITED AGRI PRODUCTS INC,,
7532,1501,Nextcard Inc,3,Entity,,,,,1081015,NEXTCARD INC,,
7546,1500,Royal Ahold Delhaize,3,Entity,,,,,869425,Royal Ahold Delhaize,,
7547,1500,Us Foodservice,3,Entity,,,,,928395,US FOODSERVICE/MD/,,
7549,751,Madera International Inc,3,Entity,,,,,810750,MADERA INTERNATIONAL INC,,
7552,1499,Royal Ahold Delhaize,3,Entity,,,,,869425,Royal Ahold Delhaize,,
7553,1499,Us Foodservice,3,Entity,,,,,928395,US FOODSERVICE/MD/,,
7565,1495,Comverse Technology Inc,3,Entity,,,,,803014,COMVERSE TECHNOLOGY INC/NY/,,
7566,1495,"Ulticom, Inc",3,Entity,,,,,1103184,"ULTICOM, INC",,
7568,1437,Enterasys Networks Inc,3,Entity,,,,,846909,ENTERASYS NETWORKS INC /DE/,,
7571,1436,Advantage Capital Development Corp,3,Entity,,,,,54175,ADVANTAGE CAPITAL DEVELOPMENT CORP,,
7575,1434,Interspeed Inc,3,Entity,,,,,1088755,INTERSPEED INC,,
7577,1433,Qwest Communications International Inc,3,Entity,,,,,1037949,QWEST COMMUNICATIONS INTERNATIONAL INC,,
7580,1432,Qwest Communications International Inc,3,Entity,,,,,1037949,QWEST COMMUNICATIONS INTERNATIONAL INC,,
7583,1431,Tenet Healthcare Corp,3,Entity,,,,,70318,TENET HEALTHCARE CORP,,
7587,1429,Zomax Inc,3,Entity,,,,,1010788,ZOMAX INC /MN/,,
7591,1427,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
7592,1427,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
7593,1427,"Merrill Lynch & Co., Inc.",3,Entity,,,,,65100,"MERRILL LYNCH & CO., INC.",,
7596,1425,Intervoice Inc,3,Entity,,,,,764244,INTERVOICE INC,,
7597,1425,Speechworks International Inc,3,Entity,,,,,1111345,SPEECHWORKS INTERNATIONAL INC,,
7604,1391,"Avis Budget Group, Inc.",3,Entity,,,,,723612,"AVIS BUDGET GROUP, INC.",,
7610,1387,Performance Food Group Co,3,Entity,,,,,908254,PERFORMANCE FOOD GROUP CO,,
7618,1384,Safenet Inc,3,Entity,,,,,850313,SAFENET INC,,
7621,1383,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
7622,1383,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
7627,1382,Doral Financial Corp,3,Entity,,,,,840889,DORAL FINANCIAL CORP,,
7635,1380,Nicor Inc,3,Entity,,,,,72020,NICOR INC,,
7637,1379,Enron Corp/or/,3,Entity,,,,,1024401,ENRON CORP/OR/,,
7638,1379,Enron Corp,3,Entity,,,,,72859,ENRON CORP,,
7642,1378,Us Foodservice,3,Entity,,,,,928395,US FOODSERVICE/MD/,,
7643,1378,Royal Ahold Delhaize,3,Entity,,,,,869425,Royal Ahold Delhaize,,
7646,1377,Conagra Brands Inc.,3,Entity,,,,,23217,CONAGRA BRANDS INC.,,
7648,1376,Quovadx Inc,3,Entity,,,,,1094561,QUOVADX INC,,
7650,1375,Chancellor Corp,3,Entity,,,,,724051,CHANCELLOR CORP,,
7655,1307,Dynegy Inc.,3,Entity,,,,,879215,DYNEGY ILLINOIS INC.,,
7657,1308,Dynegy Inc.,3,Entity,,,,,879215,DYNEGY ILLINOIS INC.,,
7659,1309,Dynegy Inc.,3,Entity,,,,,879215,DYNEGY ILLINOIS INC.,,
7661,1310,Dynegy Inc.,3,Entity,,,,,879215,DYNEGY ILLINOIS INC.,,
7663,1311,Dynegy Inc.,3,Entity,,,,,879215,DYNEGY ILLINOIS INC.,,
7665,1312,"Waste Management, Inc.",3,Entity,,,,,823768,WASTE MANAGEMENT INC,,
7668,1313,"Enterasys Networks, Inc.",3,Entity,,,,,846909,ENTERASYS NETWORKS INC /DE/,,
